Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
5255,Potato,Green,6.34,79.58,20.07,Severe Infection
5256,Pepper,Green,1.29,82.03,29.87,Healthy
5257,Pepper,Yellowish,5.6,77.78,24.47,Mild Infection
5258,Tomato,Yellowish,2.32,49.19,26.96,Healthy
5259,Tomato,Green,7.02,72.81,19.91,Mild Infection
5260,Cucumber,Green,8.97,43.26,24.72,Healthy
5261,Tomato,Yellowish,8.34,82.36,21.11,Severe Infection
5262,Pepper,Green,3.75,51.72,31.55,Healthy
5263,Tomato,Dark Green,6.24,41.67,39.97,Healthy
5264,Cucumber,Dark Green,9.25,43.27,24.01,Healthy
5265,Pepper,Green,2.63,76.39,39.99,Healthy
5266,Potato,Green,1.49,78.3,21.62,Healthy
5267,Cucumber,Dark Green,0.7,61.22,33.71,Healthy
5268,Potato,Green,7.16,42.45,39.35,Healthy
5269,Tomato,Dark Green,6.26,57.53,27.87,Healthy
5270,Potato,Yellowish,6.73,59.52,19.6,Healthy
5271,Pepper,Green,0.76,56.77,39.78,Healthy
5272,Potato,Green,4.58,64.65,27.83,Mild Infection
5273,Tomato,Green,2.82,79.36,33.87,Healthy
5274,Tomato,Yellowish,1.21,57.43,33.95,Healthy
5275,Tomato,Yellowish,6.46,57.37,31.07,Healthy
5276,Pepper,Yellowish,6.89,44.28,26.22,Healthy
5277,Pepper,Dark Green,1.06,40.43,34.57,Healthy
5278,Pepper,Green,5.03,40.15,27.52,Healthy
5279,Cucumber,Yellowish,1.69,56.28,33.63,Healthy
5280,Cucumber,Yellowish,2.1,71.45,30.85,Healthy
5281,Pepper,Yellowish,0.95,65.56,31.54,Healthy
5282,Potato,Dark Green,4.64,91.1,26.32,Mild Infection
5283,Pepper,Dark Green,1.6,73.49,24.34,Healthy
5284,Pepper,Yellowish,6.98,69.28,19.67,Mild Infection
5285,Tomato,Green,7.2,50.4,28.33,Healthy
5286,Tomato,Dark Green,6.1,61.75,25.09,Mild Infection
5287,Pepper,Yellowish,4.65,55.65,25.99,Healthy
5288,Cucumber,Dark Green,0.78,94.39,38.88,Healthy
5289,Potato,Green,0.21,52.51,22.97,Healthy
5290,Pepper,Green,0.71,76.89,31.26,Healthy
5291,Tomato,Yellowish,7.87,51.57,24.39,Healthy
5292,Potato,Dark Green,4.16,42.43,26.67,Healthy
5293,Potato,Dark Green,7.04,85.48,20.16,Severe Infection
5294,Pepper,Dark Green,2.48,57.05,38.52,Healthy
5295,Tomato,Dark Green,7.86,55.13,29.16,Healthy
5296,Potato,Yellowish,2.49,86.13,30.81,Healthy
5297,Potato,Dark Green,4.39,79.04,18.24,Mild Infection
5298,Cucumber,Green,1.02,85.36,26.85,Healthy
5299,Potato,Green,3.37,42.82,26.36,Healthy
5300,Potato,Yellowish,2.21,80.86,19.12,Healthy
5301,Tomato,Dark Green,1.53,58.55,18.31,Healthy
5302,Potato,Dark Green,4.55,43.77,29.24,Healthy
5303,Cucumber,Green,7.39,68.06,20.81,Mild Infection
5304,Tomato,Dark Green,4.98,54.46,26.26,Healthy
5305,Potato,Dark Green,0.19,53.3,26.77,Healthy
5306,Pepper,Green,3.58,52.53,28.78,Healthy
5307,Pepper,Dark Green,1.53,41.24,23.36,Healthy
5308,Cucumber,Green,4.49,65.71,26.89,Mild Infection
5309,Pepper,Green,2.9,86.76,33.54,Healthy
5310,Potato,Green,2.79,90.68,27.31,Healthy
5311,Pepper,Green,3.3,80.79,26.5,Mild Infection
5312,Potato,Dark Green,9.57,52.84,39.88,Healthy
5313,Cucumber,Green,9.13,77.86,24.49,Severe Infection
5314,Potato,Yellowish,6.03,84.04,38.2,Severe Infection
5315,Cucumber,Dark Green,6.68,83.54,22.25,Severe Infection
5316,Potato,Yellowish,7.82,60.7,32.79,Mild Infection
5317,Tomato,Green,2.87,72.44,22.41,Healthy
5318,Cucumber,Dark Green,9.22,66.32,33.38,Mild Infection
5319,Pepper,Dark Green,9.31,89.62,38.18,Severe Infection
5320,Potato,Green,3.59,62.02,37.15,Mild Infection
5321,Cucumber,Dark Green,4.12,46.49,19.24,Healthy
5322,Tomato,Dark Green,6.98,83.05,28.02,Severe Infection
5323,Tomato,Yellowish,5.8,48.8,26.76,Healthy
5324,Pepper,Dark Green,3.26,72.29,28.48,Mild Infection
5325,Tomato,Green,0.21,44.11,38.12,Healthy
5326,Pepper,Dark Green,2.56,65.43,27.08,Healthy
5327,Tomato,Dark Green,6.6,55.11,20.41,Healthy
5328,Pepper,Dark Green,9.0,82.19,22.55,Severe Infection
5329,Cucumber,Yellowish,7.81,69.26,35.8,Mild Infection
5330,Tomato,Yellowish,9.66,90.14,29.05,Severe Infection
5331,Cucumber,Green,1.41,87.58,29.0,Healthy
5332,Potato,Green,1.47,75.62,27.28,Healthy
5333,Potato,Green,0.74,40.96,34.15,Healthy
5334,Tomato,Yellowish,5.19,83.62,20.92,Mild Infection
5335,Cucumber,Green,3.37,54.33,21.58,Healthy
5336,Cucumber,Green,4.58,71.64,20.88,Mild Infection
5337,Pepper,Yellowish,8.39,86.31,24.9,Severe Infection
5338,Pepper,Dark Green,6.22,79.96,29.22,Severe Infection
5339,Pepper,Dark Green,4.57,82.25,27.35,Mild Infection
5340,Pepper,Green,3.49,85.75,32.51,Mild Infection
5341,Potato,Yellowish,8.41,75.33,38.48,Severe Infection
5342,Potato,Dark Green,2.22,67.05,34.91,Healthy
5343,Cucumber,Yellowish,1.97,53.35,39.82,Healthy
5344,Tomato,Green,9.71,90.89,21.23,Severe Infection
5345,Tomato,Yellowish,6.34,88.65,22.72,Severe Infection
5346,Potato,Green,7.66,94.23,21.97,Severe Infection
5347,Pepper,Dark Green,7.94,49.66,27.27,Healthy
5348,Pepper,Dark Green,3.99,69.56,39.89,Mild Infection
5349,Pepper,Green,4.32,89.83,18.91,Mild Infection
5350,Tomato,Dark Green,2.11,82.26,19.96,Healthy
5351,Cucumber,Green,5.17,41.1,23.56,Healthy
5352,Potato,Green,8.69,66.85,33.66,Mild Infection
5353,Cucumber,Green,2.37,58.01,20.99,Healthy
5354,Tomato,Dark Green,3.05,93.43,28.26,Mild Infection
5355,Tomato,Dark Green,5.94,56.76,23.64,Healthy
5356,Potato,Yellowish,0.32,54.28,32.55,Healthy
5357,Cucumber,Yellowish,7.65,56.14,37.31,Healthy
5358,Tomato,Yellowish,6.49,67.59,24.04,Mild Infection
5359,Tomato,Dark Green,9.94,87.46,28.46,Severe Infection
5360,Tomato,Yellowish,7.71,66.16,29.81,Mild Infection
5361,Cucumber,Dark Green,1.63,62.51,37.7,Healthy
5362,Potato,Dark Green,8.9,46.54,18.33,Healthy
5363,Pepper,Green,8.59,80.13,35.84,Severe Infection
5364,Potato,Dark Green,1.15,56.17,33.63,Healthy
5365,Tomato,Green,5.91,86.64,26.09,Mild Infection
5366,Potato,Yellowish,7.36,89.72,29.61,Severe Infection
5367,Potato,Yellowish,4.83,92.23,37.13,Mild Infection
5368,Pepper,Green,3.66,48.5,26.81,Healthy
5369,Cucumber,Green,7.28,76.6,39.52,Severe Infection
5370,Tomato,Dark Green,2.88,58.43,18.76,Healthy
5371,Pepper,Dark Green,2.1,68.43,23.79,Healthy
5372,Potato,Green,7.79,67.3,27.2,Mild Infection
5373,Cucumber,Dark Green,5.63,71.6,36.09,Mild Infection
5374,Potato,Green,3.7,51.95,33.71,Healthy
5375,Pepper,Yellowish,7.17,50.12,24.51,Healthy
5376,Potato,Dark Green,7.94,84.1,34.46,Severe Infection
5377,Tomato,Dark Green,8.62,71.53,22.85,Mild Infection
5378,Tomato,Green,5.58,60.52,21.27,Mild Infection
5379,Tomato,Dark Green,6.31,92.99,38.03,Severe Infection
5380,Potato,Yellowish,6.06,89.95,20.13,Severe Infection
5381,Tomato,Dark Green,2.12,91.62,20.7,Healthy
5382,Pepper,Yellowish,8.7,63.87,24.11,Mild Infection
5383,Cucumber,Green,0.92,73.77,29.7,Healthy
5384,Cucumber,Dark Green,8.93,94.97,36.38,Severe Infection
5385,Cucumber,Green,0.03,45.67,23.0,Healthy
5386,Pepper,Yellowish,6.77,45.97,28.4,Healthy
5387,Pepper,Green,0.8,77.24,22.38,Healthy
5388,Cucumber,Green,3.31,55.91,23.58,Healthy
5389,Potato,Dark Green,5.12,68.13,27.68,Mild Infection
5390,Potato,Yellowish,1.66,61.29,23.53,Healthy
5391,Cucumber,Yellowish,6.67,80.8,34.65,Severe Infection
5392,Cucumber,Yellowish,4.84,72.34,30.56,Mild Infection
5393,Potato,Dark Green,6.0,59.93,34.23,Healthy
5394,Potato,Green,5.68,56.71,25.41,Healthy
5395,Pepper,Dark Green,8.43,91.29,34.5,Severe Infection
5396,Potato,Yellowish,6.16,61.44,26.64,Mild Infection
5397,Pepper,Yellowish,8.7,57.16,38.02,Healthy
5398,Cucumber,Yellowish,0.33,57.86,24.45,Healthy
5399,Potato,Yellowish,4.71,64.77,25.15,Mild Infection
5400,Tomato,Dark Green,8.98,46.85,36.87,Healthy
5401,Potato,Green,3.74,61.86,22.78,Mild Infection
5402,Cucumber,Dark Green,4.77,49.69,31.36,Healthy
5403,Pepper,Dark Green,7.63,41.77,32.17,Healthy
5404,Cucumber,Green,9.28,88.73,34.04,Severe Infection
5405,Pepper,Dark Green,0.07,67.68,18.31,Healthy
5406,Potato,Green,1.77,45.54,23.72,Healthy
5407,Cucumber,Yellowish,7.36,90.01,18.18,Severe Infection
5408,Pepper,Green,2.02,55.35,30.75,Healthy
5409,Cucumber,Green,6.16,67.76,39.46,Mild Infection
5410,Cucumber,Green,3.11,92.77,22.58,Mild Infection
5411,Cucumber,Dark Green,9.93,87.67,29.42,Severe Infection
5412,Tomato,Yellowish,4.69,56.48,31.71,Healthy
5413,Potato,Green,9.85,40.05,34.66,Healthy
5414,Cucumber,Green,4.1,65.31,37.88,Mild Infection
5415,Cucumber,Dark Green,8.21,58.76,22.13,Healthy
5416,Pepper,Green,1.21,69.53,34.01,Healthy
5417,Potato,Yellowish,6.81,48.15,32.38,Healthy
5418,Tomato,Dark Green,9.9,89.49,36.0,Severe Infection
5419,Potato,Dark Green,1.29,44.77,25.41,Healthy
5420,Pepper,Dark Green,9.78,64.32,19.25,Mild Infection
5421,Potato,Green,7.67,59.14,33.82,Healthy
5422,Potato,Dark Green,0.63,40.93,31.6,Healthy
5423,Potato,Green,3.48,75.76,24.87,Mild Infection
5424,Cucumber,Green,4.16,93.82,39.24,Mild Infection
5425,Pepper,Green,5.32,56.64,23.91,Healthy
5426,Pepper,Dark Green,2.11,66.88,26.98,Healthy
5427,Cucumber,Dark Green,6.75,58.76,29.92,Healthy
5428,Potato,Green,2.85,65.44,30.23,Healthy
5429,Pepper,Yellowish,6.69,74.38,23.56,Mild Infection
5430,Cucumber,Dark Green,0.11,90.38,39.08,Healthy
5431,Potato,Green,0.15,77.57,32.16,Healthy
5432,Pepper,Green,0.16,48.0,36.42,Healthy
5433,Tomato,Yellowish,4.4,51.04,20.37,Healthy
5434,Tomato,Green,5.67,46.56,32.28,Healthy
5435,Cucumber,Yellowish,9.25,41.75,28.32,Healthy
5436,Cucumber,Green,7.84,74.37,35.16,Mild Infection
5437,Pepper,Green,1.77,86.48,28.57,Healthy
5438,Tomato,Dark Green,5.39,67.2,28.78,Mild Infection
5439,Cucumber,Dark Green,8.34,52.75,37.83,Healthy
5440,Cucumber,Green,3.92,73.89,28.44,Mild Infection
5441,Pepper,Yellowish,4.45,77.09,26.9,Mild Infection
5442,Cucumber,Dark Green,2.27,65.4,18.47,Healthy
5443,Tomato,Dark Green,5.42,63.34,36.93,Mild Infection
5444,Pepper,Dark Green,4.46,65.81,27.67,Mild Infection
5445,Cucumber,Yellowish,8.91,69.62,23.51,Mild Infection
5446,Pepper,Yellowish,1.71,86.7,37.24,Healthy
5447,Tomato,Green,0.19,74.67,24.63,Healthy
5448,Cucumber,Green,7.63,91.11,33.78,Severe Infection
5449,Pepper,Yellowish,1.72,52.88,29.47,Healthy
5450,Cucumber,Yellowish,2.05,57.68,21.51,Healthy
5451,Pepper,Yellowish,5.05,80.06,28.52,Mild Infection
5452,Tomato,Dark Green,8.91,77.45,37.74,Severe Infection
5453,Potato,Yellowish,1.66,78.51,29.05,Healthy
5454,Tomato,Dark Green,2.38,56.04,24.22,Healthy
5455,Tomato,Green,4.73,87.74,31.88,Mild Infection
5456,Tomato,Yellowish,3.8,73.4,27.15,Mild Infection
5457,Tomato,Green,4.52,72.4,32.25,Mild Infection
5458,Cucumber,Green,4.19,44.61,25.64,Healthy
5459,Tomato,Yellowish,5.06,60.07,24.02,Mild Infection
5460,Pepper,Yellowish,1.6,54.67,39.27,Healthy
5461,Tomato,Yellowish,6.99,94.13,18.44,Severe Infection
5462,Tomato,Green,6.66,83.62,38.29,Severe Infection
5463,Pepper,Dark Green,0.84,67.58,37.21,Healthy
5464,Cucumber,Green,9.42,77.41,32.72,Severe Infection
5465,Potato,Yellowish,0.54,92.49,38.27,Healthy
5466,Cucumber,Dark Green,7.79,84.72,31.45,Severe Infection
5467,Potato,Green,5.84,67.32,18.91,Mild Infection
5468,Tomato,Dark Green,5.85,73.2,35.61,Mild Infection
5469,Potato,Yellowish,6.67,65.07,34.47,Mild Infection
5470,Tomato,Green,9.56,79.23,21.61,Severe Infection
5471,Potato,Dark Green,8.83,43.26,32.47,Healthy
5472,Pepper,Dark Green,8.74,66.62,39.52,Mild Infection
5473,Cucumber,Dark Green,8.06,53.8,34.25,Healthy
5474,Pepper,Yellowish,7.13,60.24,19.71,Mild Infection
5475,Tomato,Dark Green,6.45,42.56,18.1,Healthy
5476,Cucumber,Dark Green,0.54,55.47,38.98,Healthy
5477,Cucumber,Yellowish,0.8,63.49,30.2,Healthy
5478,Tomato,Yellowish,2.54,63.25,35.61,Healthy
5479,Cucumber,Green,0.6,83.26,39.43,Healthy
5480,Tomato,Green,7.12,67.02,37.19,Mild Infection
5481,Potato,Green,1.66,44.9,33.27,Healthy
5482,Pepper,Green,3.5,53.75,27.18,Healthy
5483,Potato,Dark Green,1.42,46.96,30.44,Healthy
5484,Potato,Green,9.27,63.9,28.74,Mild Infection
5485,Potato,Yellowish,6.89,66.82,30.72,Mild Infection
5486,Pepper,Dark Green,0.72,85.16,27.58,Healthy
5487,Potato,Dark Green,6.34,60.73,20.21,Mild Infection
5488,Potato,Dark Green,8.68,88.83,39.07,Severe Infection
5489,Tomato,Dark Green,3.66,60.91,36.01,Mild Infection
5490,Potato,Green,5.03,60.08,37.9,Mild Infection
5491,Pepper,Yellowish,0.53,72.53,31.93,Healthy
5492,Cucumber,Dark Green,8.55,83.75,19.09,Severe Infection
5493,Potato,Dark Green,1.94,87.41,37.66,Healthy
5494,Potato,Green,8.93,93.66,37.1,Severe Infection
5495,Tomato,Yellowish,5.45,69.79,32.22,Mild Infection
5496,Cucumber,Dark Green,6.48,81.0,29.12,Severe Infection
5497,Cucumber,Green,3.99,93.31,31.39,Mild Infection
5498,Tomato,Dark Green,5.68,61.75,35.99,Mild Infection
5499,Pepper,Dark Green,5.63,49.72,37.03,Healthy
5500,Tomato,Green,1.94,43.98,24.5,Healthy
5501,Tomato,Dark Green,6.43,61.05,21.46,Mild Infection
5502,Potato,Yellowish,7.46,55.11,28.55,Healthy
5503,Tomato,Green,7.47,56.11,25.61,Healthy
5504,Pepper,Dark Green,8.89,60.7,24.53,Mild Infection
5505,Cucumber,Green,6.6,76.87,39.78,Severe Infection
5506,Cucumber,Yellowish,3.44,67.54,28.03,Mild Infection
5507,Cucumber,Dark Green,9.73,81.78,36.77,Severe Infection
5508,Cucumber,Dark Green,6.77,79.39,26.67,Severe Infection
5509,Tomato,Yellowish,9.52,94.66,34.04,Severe Infection
5510,Tomato,Yellowish,4.59,89.66,35.92,Mild Infection
5511,Tomato,Dark Green,5.24,60.37,18.45,Mild Infection
5512,Tomato,Green,9.11,68.89,39.43,Mild Infection
5513,Potato,Yellowish,3.61,60.29,27.33,Mild Infection
5514,Pepper,Yellowish,8.53,68.82,30.59,Mild Infection
5515,Cucumber,Green,4.35,47.27,33.71,Healthy
5516,Tomato,Dark Green,3.55,42.75,28.72,Healthy
5517,Pepper,Green,2.45,78.21,34.93,Healthy
5518,Potato,Green,9.37,86.68,18.22,Severe Infection
5519,Potato,Green,0.09,57.7,23.42,Healthy
5520,Cucumber,Green,5.09,79.1,24.68,Mild Infection
5521,Potato,Green,7.9,65.44,31.23,Mild Infection
5522,Cucumber,Yellowish,0.62,43.63,29.7,Healthy
5523,Tomato,Green,7.13,64.91,29.28,Mild Infection
5524,Cucumber,Yellowish,3.27,46.69,30.23,Healthy
5525,Tomato,Yellowish,6.2,75.58,28.87,Severe Infection
5526,Cucumber,Dark Green,5.34,80.69,33.53,Mild Infection
5527,Potato,Yellowish,4.13,88.05,27.51,Mild Infection
5528,Potato,Yellowish,8.92,72.04,19.56,Mild Infection
5529,Tomato,Dark Green,9.53,81.16,34.69,Severe Infection
5530,Cucumber,Green,3.31,72.83,27.41,Mild Infection
5531,Pepper,Dark Green,1.05,70.95,28.54,Healthy
5532,Pepper,Green,4.09,82.2,37.92,Mild Infection
5533,Pepper,Green,1.59,87.6,24.52,Healthy
5534,Pepper,Dark Green,5.83,62.1,30.67,Mild Infection
5535,Pepper,Yellowish,3.1,45.77,36.88,Healthy
5536,Cucumber,Dark Green,0.91,46.48,39.08,Healthy
5537,Potato,Dark Green,8.5,42.56,33.51,Healthy
5538,Pepper,Green,6.3,91.07,30.99,Severe Infection
5539,Potato,Yellowish,9.06,56.32,25.79,Healthy
5540,Potato,Yellowish,1.27,93.71,37.84,Healthy
5541,Cucumber,Yellowish,4.72,62.54,39.8,Mild Infection
5542,Tomato,Green,3.21,66.24,21.54,Mild Infection
5543,Pepper,Yellowish,6.26,47.67,35.09,Healthy
5544,Pepper,Dark Green,7.0,53.97,36.91,Healthy
5545,Cucumber,Dark Green,4.74,73.53,20.0,Mild Infection
5546,Tomato,Dark Green,9.11,51.46,32.55,Healthy
5547,Pepper,Dark Green,0.24,62.95,39.18,Healthy
5548,Potato,Yellowish,1.4,69.51,34.54,Healthy
5549,Tomato,Green,9.29,61.43,29.25,Mild Infection
5550,Cucumber,Dark Green,2.91,49.5,25.87,Healthy
5551,Cucumber,Yellowish,7.14,61.83,24.67,Mild Infection
5552,Potato,Dark Green,4.05,71.85,31.58,Mild Infection
5553,Cucumber,Green,6.94,77.54,36.65,Severe Infection
5554,Potato,Yellowish,1.68,79.45,34.82,Healthy
5555,Potato,Green,5.29,66.68,23.64,Mild Infection
5556,Potato,Dark Green,4.59,77.81,28.35,Mild Infection
5557,Pepper,Green,3.19,61.58,25.97,Mild Infection
5558,Tomato,Yellowish,1.81,67.32,31.2,Healthy
5559,Pepper,Dark Green,8.33,55.11,34.07,Healthy
5560,Potato,Dark Green,7.12,80.16,29.27,Severe Infection
5561,Pepper,Green,0.7,75.83,23.7,Healthy
5562,Potato,Yellowish,7.28,65.4,23.64,Mild Infection
5563,Tomato,Yellowish,8.75,40.77,34.98,Healthy
5564,Cucumber,Yellowish,0.15,92.29,31.15,Healthy
5565,Tomato,Yellowish,1.04,47.87,38.34,Healthy
5566,Potato,Dark Green,3.09,52.44,36.63,Healthy
5567,Cucumber,Dark Green,2.25,42.12,20.82,Healthy
5568,Cucumber,Yellowish,0.32,88.32,19.57,Healthy
5569,Pepper,Dark Green,4.43,60.39,22.06,Mild Infection
5570,Tomato,Green,5.89,94.01,20.12,Mild Infection
5571,Pepper,Dark Green,1.16,69.59,32.57,Healthy
5572,Pepper,Yellowish,7.62,55.8,38.68,Healthy
5573,Potato,Dark Green,5.78,59.42,38.9,Healthy
5574,Pepper,Dark Green,5.09,77.33,23.08,Mild Infection
5575,Potato,Dark Green,3.72,78.16,26.68,Mild Infection
5576,Cucumber,Green,3.64,49.74,31.95,Healthy
5577,Tomato,Dark Green,3.64,81.61,31.43,Mild Infection
5578,Pepper,Green,2.25,82.69,28.7,Healthy
5579,Tomato,Green,2.29,49.1,35.1,Healthy
5580,Cucumber,Green,8.32,76.11,18.41,Severe Infection
5581,Cucumber,Green,7.23,68.35,23.75,Mild Infection
5582,Potato,Dark Green,7.52,79.85,24.27,Severe Infection
5583,Potato,Green,0.45,55.58,28.97,Healthy
5584,Potato,Green,2.27,62.43,33.51,Healthy
5585,Pepper,Yellowish,9.48,75.52,20.59,Severe Infection
5586,Potato,Yellowish,7.71,94.98,28.91,Severe Infection
5587,Pepper,Yellowish,3.01,51.77,18.13,Healthy
5588,Cucumber,Green,3.12,64.34,28.86,Mild Infection
5589,Tomato,Yellowish,6.69,57.47,25.94,Healthy
5590,Potato,Dark Green,8.63,52.77,37.74,Healthy
5591,Tomato,Yellowish,7.07,63.83,26.29,Mild Infection
5592,Tomato,Green,2.52,50.79,32.77,Healthy
5593,Cucumber,Dark Green,4.11,78.46,32.19,Mild Infection
5594,Cucumber,Yellowish,0.89,91.83,39.7,Healthy
5595,Cucumber,Yellowish,5.96,60.48,35.08,Mild Infection
5596,Tomato,Yellowish,8.33,81.66,20.6,Severe Infection
5597,Potato,Yellowish,7.0,71.75,37.57,Mild Infection
5598,Cucumber,Dark Green,9.55,67.17,19.21,Mild Infection
5599,Potato,Green,0.26,78.36,29.14,Healthy
5600,Pepper,Green,2.29,86.85,29.53,Healthy
5601,Tomato,Yellowish,5.07,59.99,23.62,Healthy
5602,Potato,Green,6.51,71.62,37.58,Mild Infection
5603,Cucumber,Dark Green,5.23,62.09,35.58,Mild Infection
5604,Tomato,Dark Green,6.77,45.34,20.91,Healthy
5605,Potato,Dark Green,4.93,93.85,33.66,Mild Infection
5606,Potato,Green,2.87,45.75,27.88,Healthy
5607,Tomato,Green,5.57,81.99,29.24,Mild Infection
5608,Potato,Dark Green,6.73,65.32,20.55,Mild Infection
5609,Potato,Yellowish,7.54,93.32,18.85,Severe Infection
5610,Potato,Dark Green,5.85,43.62,31.69,Healthy
5611,Cucumber,Dark Green,4.5,90.06,24.69,Mild Infection
5612,Cucumber,Yellowish,3.75,45.51,38.51,Healthy
5613,Tomato,Yellowish,5.14,61.3,31.2,Mild Infection
5614,Cucumber,Yellowish,8.19,43.05,24.26,Healthy
5615,Potato,Dark Green,8.34,87.05,20.02,Severe Infection
5616,Potato,Green,1.32,56.65,28.88,Healthy
5617,Pepper,Green,5.38,84.02,32.7,Mild Infection
5618,Cucumber,Dark Green,6.48,56.5,21.53,Healthy
5619,Tomato,Green,4.34,48.45,21.96,Healthy
5620,Cucumber,Green,0.77,88.96,36.9,Healthy
5621,Potato,Dark Green,2.75,67.23,31.4,Healthy
5622,Cucumber,Dark Green,0.25,72.72,25.15,Healthy
5623,Tomato,Green,8.05,45.87,38.31,Healthy
5624,Pepper,Yellowish,2.97,54.08,18.7,Healthy
5625,Cucumber,Yellowish,0.56,63.15,39.32,Healthy
5626,Potato,Dark Green,2.43,66.44,18.07,Healthy
5627,Tomato,Yellowish,9.49,93.13,38.06,Severe Infection
5628,Pepper,Dark Green,9.82,59.34,37.93,Healthy
5629,Pepper,Dark Green,0.81,82.44,22.92,Healthy
5630,Pepper,Yellowish,7.02,87.23,26.88,Severe Infection
5631,Potato,Dark Green,5.24,86.91,24.93,Mild Infection
5632,Cucumber,Dark Green,1.66,59.46,37.61,Healthy
5633,Potato,Dark Green,1.95,71.73,32.46,Healthy
5634,Pepper,Green,6.68,92.06,23.43,Severe Infection
5635,Cucumber,Dark Green,7.37,64.65,38.63,Mild Infection
5636,Cucumber,Dark Green,5.92,71.31,33.24,Mild Infection
5637,Cucumber,Green,9.06,62.01,33.18,Mild Infection
5638,Pepper,Yellowish,8.01,71.43,23.58,Mild Infection
5639,Pepper,Yellowish,5.96,77.89,21.85,Mild Infection
5640,Pepper,Yellowish,8.91,81.41,29.39,Severe Infection
5641,Pepper,Yellowish,5.06,90.46,30.02,Mild Infection
5642,Pepper,Yellowish,8.7,69.96,21.09,Mild Infection
5643,Potato,Yellowish,2.41,94.65,20.03,Healthy
5644,Potato,Dark Green,8.61,61.74,28.26,Mild Infection
5645,Potato,Green,9.53,91.22,26.75,Severe Infection
5646,Potato,Yellowish,4.84,42.31,37.95,Healthy
5647,Tomato,Green,4.69,71.16,21.29,Mild Infection
5648,Potato,Yellowish,0.02,40.85,24.0,Healthy
5649,Tomato,Dark Green,9.45,80.06,35.57,Severe Infection
5650,Potato,Dark Green,7.75,54.0,38.33,Healthy
5651,Pepper,Dark Green,7.12,78.26,38.33,Severe Infection
5652,Potato,Yellowish,3.86,79.22,18.89,Mild Infection
5653,Pepper,Green,6.55,41.27,20.93,Healthy
5654,Potato,Yellowish,4.22,72.75,27.89,Mild Infection
5655,Cucumber,Green,2.52,60.48,20.38,Healthy
5656,Cucumber,Dark Green,6.51,79.64,19.07,Severe Infection
5657,Potato,Green,2.24,44.5,24.62,Healthy
5658,Tomato,Green,0.46,90.14,26.1,Healthy
5659,Potato,Yellowish,2.74,69.21,26.98,Healthy
5660,Potato,Green,3.3,85.05,39.92,Mild Infection
5661,Potato,Green,4.7,60.95,27.68,Mild Infection
5662,Pepper,Dark Green,6.89,45.79,34.92,Healthy
5663,Pepper,Green,2.11,80.4,28.35,Healthy
5664,Pepper,Yellowish,0.11,92.69,30.95,Healthy
5665,Pepper,Yellowish,0.46,94.61,19.58,Healthy
5666,Pepper,Green,4.1,93.31,25.01,Mild Infection
5667,Pepper,Yellowish,5.19,41.33,37.75,Healthy
5668,Pepper,Dark Green,4.23,87.34,38.97,Mild Infection
5669,Cucumber,Green,9.36,84.86,26.87,Severe Infection
5670,Tomato,Green,3.68,46.32,39.04,Healthy
5671,Tomato,Yellowish,8.36,41.0,33.89,Healthy
5672,Tomato,Dark Green,8.66,67.96,27.03,Mild Infection
5673,Pepper,Yellowish,3.82,92.19,38.68,Mild Infection
5674,Tomato,Dark Green,3.65,54.08,32.53,Healthy
5675,Pepper,Dark Green,2.04,46.69,20.56,Healthy
5676,Potato,Green,1.6,74.1,21.24,Healthy
5677,Pepper,Dark Green,1.62,83.01,35.87,Healthy
5678,Pepper,Yellowish,3.1,62.86,36.3,Mild Infection
5679,Pepper,Yellowish,6.72,49.88,32.58,Healthy
5680,Cucumber,Yellowish,7.62,57.86,36.37,Healthy
5681,Cucumber,Dark Green,2.09,69.37,19.36,Healthy
5682,Cucumber,Yellowish,7.18,44.73,36.55,Healthy
5683,Pepper,Dark Green,3.72,70.89,31.05,Mild Infection
5684,Pepper,Dark Green,3.25,55.05,21.84,Healthy
5685,Pepper,Green,3.83,74.86,30.52,Mild Infection
5686,Cucumber,Yellowish,2.83,44.99,32.68,Healthy
5687,Tomato,Dark Green,2.07,73.42,21.38,Healthy
5688,Tomato,Green,7.4,50.38,30.52,Healthy
5689,Tomato,Dark Green,6.21,56.6,29.27,Healthy
5690,Tomato,Dark Green,0.08,81.88,39.74,Healthy
5691,Potato,Yellowish,9.12,54.08,20.64,Healthy
5692,Potato,Green,2.75,49.93,18.85,Healthy
5693,Cucumber,Yellowish,0.52,56.16,19.25,Healthy
5694,Potato,Dark Green,4.01,64.27,19.44,Mild Infection
5695,Potato,Yellowish,4.24,90.33,27.1,Mild Infection
5696,Tomato,Yellowish,3.94,40.57,32.0,Healthy
5697,Pepper,Green,5.58,76.17,36.36,Mild Infection
5698,Pepper,Yellowish,5.44,65.38,28.18,Mild Infection
5699,Cucumber,Yellowish,5.88,41.06,29.04,Healthy
5700,Cucumber,Yellowish,3.17,76.76,23.02,Mild Infection
5701,Tomato,Green,5.96,59.14,25.62,Healthy
5702,Pepper,Yellowish,0.01,94.07,30.75,Healthy
5703,Pepper,Dark Green,8.29,71.36,26.05,Mild Infection
5704,Cucumber,Green,5.46,41.87,36.06,Healthy
5705,Pepper,Yellowish,2.08,53.8,31.06,Healthy
